Accession,Title,Sample Type,Taxonomy,Channels,Platform,Series,Supplementary Types,Supplementary Links,SRA Accession,Contact,Release Date
GSM1881849,"H1N1 DEE3 Subject 6, Hour 29","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1881nnn/GSM1881849/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1881850,"H1N1 DEE3 Subject 6, Hour 36","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1881nnn/GSM1881850/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1881851,"H1N1 DEE3 Subject 6, Hour 45","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1881nnn/GSM1881851/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1881852,"H1N1 DEE3 Subject 6, Hour 53","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1881nnn/GSM1881852/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1881853,"H1N1 DEE3 Subject 6, Hour 60","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1881nnn/GSM1881853/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1881854,"H1N1 DEE3 Subject 6, Hour 69","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1881nnn/GSM1881854/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1881855,"H1N1 DEE3 Subject 6, Hour 77","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1881nnn/GSM1881855/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1881856,"H1N1 DEE3 Subject 6, Hour 84","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1881nnn/GSM1881856/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1881857,"H1N1 DEE3 Subject 6, Hour 93","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1881nnn/GSM1881857/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1881858,"H1N1 DEE3 Subject 6, Hour 101","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1881nnn/GSM1881858/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1881859,"H1N1 DEE3 Subject 6, Hour 108","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1881nnn/GSM1881859/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1881860,"H1N1 DEE3 Subject 6, Hour 118","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1881nnn/GSM1881860/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1881861,"H1N1 DEE3 Subject 6, Hour 125","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1881nnn/GSM1881861/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1881862,"H1N1 DEE3 Subject 6, Hour 142","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1881nnn/GSM1881862/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1881863,"H1N1 DEE3 Subject 6, Hour 166","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1881nnn/GSM1881863/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1881864,"H1N1 DEE3 Subject 7, Hour -21","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1881nnn/GSM1881864/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1881865,"H1N1 DEE3 Subject 7, Hour 0","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1881nnn/GSM1881865/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1881866,"H1N1 DEE3 Subject 7, Hour 5","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1881nnn/GSM1881866/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1881867,"H1N1 DEE3 Subject 7, Hour 12","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1881nnn/GSM1881867/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1881868,"H1N1 DEE3 Subject 7, Hour 21","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1881nnn/GSM1881868/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1881869,"H1N1 DEE3 Subject 7, Hour 29","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1881nnn/GSM1881869/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1881870,"H1N1 DEE3 Subject 7, Hour 36","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1881nnn/GSM1881870/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1881871,"H1N1 DEE3 Subject 7, Hour 45","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1881nnn/GSM1881871/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1881872,"H1N1 DEE3 Subject 7, Hour 53","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1881nnn/GSM1881872/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1881873,"H1N1 DEE3 Subject 7, Hour 60","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1881nnn/GSM1881873/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1881874,"H1N1 DEE3 Subject 7, Hour 69","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1881nnn/GSM1881874/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1881875,"H1N1 DEE3 Subject 7, Hour 77","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1881nnn/GSM1881875/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1881876,"H1N1 DEE3 Subject 7, Hour 84","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1881nnn/GSM1881876/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1881877,"H1N1 DEE3 Subject 7, Hour 93","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1881nnn/GSM1881877/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1881878,"H1N1 DEE3 Subject 7, Hour 101","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1881nnn/GSM1881878/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1881879,"H1N1 DEE3 Subject 7, Hour 108","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1881nnn/GSM1881879/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1881880,"H1N1 DEE3 Subject 7, Hour 118","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1881nnn/GSM1881880/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1881881,"H1N1 DEE3 Subject 7, Hour 125","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1881nnn/GSM1881881/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1881882,"H1N1 DEE3 Subject 7, Hour 142","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1881nnn/GSM1881882/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1881883,"H1N1 DEE3 Subject 7, Hour 166","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1881nnn/GSM1881883/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1881884,"H1N1 DEE3 Subject 8, Hour -21","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1881nnn/GSM1881884/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1881885,"H1N1 DEE3 Subject 8, Hour 0","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1881nnn/GSM1881885/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1881886,"H1N1 DEE3 Subject 8, Hour 5","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1881nnn/GSM1881886/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1881887,"H1N1 DEE3 Subject 8, Hour 12","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1881nnn/GSM1881887/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1881888,"H1N1 DEE3 Subject 8, Hour 21","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1881nnn/GSM1881888/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1881889,"H1N1 DEE3 Subject 8, Hour 29","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1881nnn/GSM1881889/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1881890,"H1N1 DEE3 Subject 8, Hour 36","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1881nnn/GSM1881890/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1881891,"H1N1 DEE3 Subject 8, Hour 45","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1881nnn/GSM1881891/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1881892,"H1N1 DEE3 Subject 8, Hour 53","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1881nnn/GSM1881892/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1881893,"H1N1 DEE3 Subject 8, Hour 60","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1881nnn/GSM1881893/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1881894,"H1N1 DEE3 Subject 8, Hour 69","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1881nnn/GSM1881894/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1881895,"H1N1 DEE3 Subject 8, Hour 77","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1881nnn/GSM1881895/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1881896,"H1N1 DEE3 Subject 8, Hour 84","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1881nnn/GSM1881896/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1881897,"H1N1 DEE3 Subject 8, Hour 93","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1881nnn/GSM1881897/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1881898,"H1N1 DEE3 Subject 8, Hour 101","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1881nnn/GSM1881898/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1881899,"H1N1 DEE3 Subject 8, Hour 108","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1881nnn/GSM1881899/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1881900,"H1N1 DEE3 Subject 8, Hour 118","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1881nnn/GSM1881900/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1881901,"H1N1 DEE3 Subject 8, Hour 125","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1881nnn/GSM1881901/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1881902,"H1N1 DEE3 Subject 8, Hour 142","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1881nnn/GSM1881902/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1881903,"H1N1 DEE3 Subject 8, Hour 166","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1881nnn/GSM1881903/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1881904,"H1N1 DEE3 Subject 9, Hour -21","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1881nnn/GSM1881904/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1881905,"H1N1 DEE3 Subject 9, Hour 0","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1881nnn/GSM1881905/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1881906,"H1N1 DEE3 Subject 9, Hour 5","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1881nnn/GSM1881906/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1881907,"H1N1 DEE3 Subject 9, Hour 12","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1881nnn/GSM1881907/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1881908,"H1N1 DEE3 Subject 9, Hour 21","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1881nnn/GSM1881908/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1881909,"H1N1 DEE3 Subject 9, Hour 29","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1881nnn/GSM1881909/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1881910,"H1N1 DEE3 Subject 9, Hour 36","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1881nnn/GSM1881910/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1881911,"H1N1 DEE3 Subject 9, Hour 45","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1881nnn/GSM1881911/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1881912,"H1N1 DEE3 Subject 9, Hour 53","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1881nnn/GSM1881912/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1881913,"H1N1 DEE3 Subject 9, Hour 60","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1881nnn/GSM1881913/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1881914,"H1N1 DEE3 Subject 9, Hour 69","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1881nnn/GSM1881914/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1881915,"H1N1 DEE3 Subject 9, Hour 77","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1881nnn/GSM1881915/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1881916,"H1N1 DEE3 Subject 9, Hour 84","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1881nnn/GSM1881916/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1881917,"H1N1 DEE3 Subject 9, Hour 93","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1881nnn/GSM1881917/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1881918,"H1N1 DEE3 Subject 9, Hour 101","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1881nnn/GSM1881918/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1881919,"H1N1 DEE3 Subject 9, Hour 108","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1881nnn/GSM1881919/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1881920,"H1N1 DEE3 Subject 9, Hour 118","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1881nnn/GSM1881920/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1881921,"H1N1 DEE3 Subject 9, Hour 125","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1881nnn/GSM1881921/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1881922,"H1N1 DEE3 Subject 9, Hour 142","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1881nnn/GSM1881922/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1881923,"H1N1 DEE3 Subject 9, Hour 166","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1881nnn/GSM1881923/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1881924,"H1N1 DEE3 Subject 10, Hour -21","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1881nnn/GSM1881924/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1881925,"H1N1 DEE3 Subject 10, Hour 0","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1881nnn/GSM1881925/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1881926,"H1N1 DEE3 Subject 10, Hour 5","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1881nnn/GSM1881926/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1881927,"H1N1 DEE3 Subject 10, Hour 12","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1881nnn/GSM1881927/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1881928,"H1N1 DEE3 Subject 10, Hour 21","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1881nnn/GSM1881928/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1881929,"H1N1 DEE3 Subject 10, Hour 29","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1881nnn/GSM1881929/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1881930,"H1N1 DEE3 Subject 10, Hour 36","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1881nnn/GSM1881930/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1881931,"H1N1 DEE3 Subject 10, Hour 45","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1881nnn/GSM1881931/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1881932,"H1N1 DEE3 Subject 10, Hour 53","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1881nnn/GSM1881932/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1881933,"H1N1 DEE3 Subject 10, Hour 60","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1881nnn/GSM1881933/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1881934,"H1N1 DEE3 Subject 10, Hour 69","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1881nnn/GSM1881934/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1881935,"H1N1 DEE3 Subject 10, Hour 77","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1881nnn/GSM1881935/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1881936,"H1N1 DEE3 Subject 10, Hour 84","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1881nnn/GSM1881936/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1881937,"H1N1 DEE3 Subject 10, Hour 93","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1881nnn/GSM1881937/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1881938,"H1N1 DEE3 Subject 10, Hour 101","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1881nnn/GSM1881938/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1881939,"H1N1 DEE3 Subject 10, Hour 108","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1881nnn/GSM1881939/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1881940,"H1N1 DEE3 Subject 10, Hour 118","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1881nnn/GSM1881940/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1881941,"H1N1 DEE3 Subject 10, Hour 125","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1881nnn/GSM1881941/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1881942,"H1N1 DEE3 Subject 10, Hour 142","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1881nnn/GSM1881942/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1881943,"H1N1 DEE3 Subject 10, Hour 166","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1881nnn/GSM1881943/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1881944,"H1N1 DEE3 Subject 11, Hour -21","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1881nnn/GSM1881944/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1881945,"H1N1 DEE3 Subject 11, Hour 0","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1881nnn/GSM1881945/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1881946,"H1N1 DEE3 Subject 11, Hour 5","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1881nnn/GSM1881946/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1881947,"H1N1 DEE3 Subject 11, Hour 12","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1881nnn/GSM1881947/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1881948,"H1N1 DEE3 Subject 11, Hour 21","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1881nnn/GSM1881948/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1881949,"H1N1 DEE3 Subject 11, Hour 29","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1881nnn/GSM1881949/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1881950,"H1N1 DEE3 Subject 11, Hour 36","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1881nnn/GSM1881950/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1881951,"H1N1 DEE3 Subject 11, Hour 45","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1881nnn/GSM1881951/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1881952,"H1N1 DEE3 Subject 11, Hour 53","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1881nnn/GSM1881952/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1881953,"H1N1 DEE3 Subject 11, Hour 60","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1881nnn/GSM1881953/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1881954,"H1N1 DEE3 Subject 11, Hour 69","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1881nnn/GSM1881954/suppl",,"Alfred Hero","Jun 22, 2016"
